"y"	"x1"	"x2"	"x3"
"1"	314.018956705498	440.508328960683	41.206067318091	40.3144120630712
"2"	315.050476190748	440.949947910741	40.8273351797845	40.927140345265
"3"	313.453612624447	439.14977418243	39.6519154076075	39.6584613183649
"4"	316.449156054596	442.210080163619	41.8671956634667	38.6537683975506
"5"	313.138498972858	439.705019615519	38.9872470598962	41.1331437595901
"6"	314.312308086874	440.777767211363	40.6899591807067	39.1066997305906
"7"	316.815082699234	442.697739855432	40.9835149212278	37.7175980966137
"8"	316.342167408155	441.520828482871	40.8858815939893	37.7692568191182
"9"	314.460694939491	441.28098809442	41.9640548536411	39.9608406673846
"10"	315.072614082772	440.888405551117	40.820045479472	38.7313608484297
"11"	317.634751545758	442.279938056702	42.1678175730425	36.699883648301
"12"	315.283225643472	439.255574294733	39.2492943545413	37.9735493630088
"13"	315.130438211485	440.798842164227	41.7918166103151	37.5312863947122
"14"	315.392611297198	440.183759175973	39.755274515388	37.6867736747921
"15"	314.299164851903	439.835702151001	40.5883634110485	38.1071508660772
"16"	313.622026080141	438.993543919617	40.3637223226705	39.4965461799129
"17"	314.358064457142	440.539329192483	41.4084212994244	40.5224557497623
"18"	313.647499342928	440.048138791517	40.5720470341709	39.7424122093546
"19"	316.354989202181	440.926472396256	41.7047288926075	38.4139498859725
"20"	315.67779856384	441.180095227419	41.1350204208534	38.655121977814
"21"	314.45224185949	440.717903071222	40.4404497311219	38.7814396894419
"22"	314.823657524787	440.433097680262	41.0419166294719	38.103554543984
"23"	315.102938600377	442.264003660064	43.4196708569929	39.4846593965749
"24"	315.741881622052	442.318738134537	42.4175684051033	38.434969784872
"25"	314.382623067485	441.777388352793	42.695488109661	40.2082147125346
"26"	313.706014183702	440.940707071273	40.6303187348246	39.6850947823311
"27"	314.501589586573	440.372715017655	40.1555661890296	37.7841359378634
"28"	315.345748389794	442.294624597464	42.3162093190818	38.2941599058226
"29"	315.789960699545	441.277457408209	40.4021161552502	37.0186113155079
"30"	315.846671878617	441.80604063709	41.9548051675665	39.4973927436443
"31"	316.484308059123	442.508238422563	42.1240637776814	37.14345183778
"32"	315.056355339195	441.616326816626	41.8405715847776	39.2609285959699
"33"	314.870619576899	441.136297397486	40.6186099269206	38.7082999502136
"34"	313.337861585942	440.521376910384	41.6293944668246	40.3069859363307
"35"	313.220964987076	439.638375569636	39.6878187126399	39.6358869715971
"36"	315.45528830835	441.07949334365	39.9801813469647	38.8959443109519
"37"	313.394460996703	440.31718403045	40.831292188534	43.0072040457555
"38"	314.969875998376	440.690744456061	41.322175124113	39.1769578602138
"39"	313.897172136955	439.275604136681	40.4390240181429	40.0112323259594
"40"	313.427169148265	439.731787430202	39.9288662192477	39.6198319605306
"41"	315.777167620534	440.858067010399	40.4080219373192	39.4765645086555
"42"	315.755115841287	442.807803453794	43.8788229850003	39.7560571550041
"43"	315.196832175227	440.908217913048	40.5397365652039	38.4434104535424
"44"	315.032662706676	440.785560991058	40.8495867717928	37.6945430174839
"45"	313.520293153302	438.930589654119	38.9716738991086	40.1015186239148
"46"	314.652676811974	440.781452748693	41.2283287004526	39.2515762859172
"47"	315.434577008773	440.184697125567	39.9617508581214	39.3745141483984
"48"	313.577748414181	439.906525409807	40.0923707490509	41.163260259896
"49"	314.7608343131	440.774068617998	40.2472600408145	39.0618075970625
"50"	315.743926489472	442.231725778432	42.2498162962558	38.0560711807121
"51"	315.829529537481	441.790137593838	40.8268749351524	38.8030306125777
"52"	313.975064555375	438.832459279933	39.6414784926248	40.0341391316097
"53"	314.60705937932	441.664012066168	41.8983683438682	39.5530064393536
"54"	315.60913280766	441.02912067877	40.8018860458964	38.266881973488
"55"	314.327449618883	440.3398457065	41.5595583524019	40.0492899169623
"56"	314.685457991117	440.582221690291	39.5915516192631	40.5006733906681
"57"	315.434261627095	440.8482883901	41.4325591657025	39.777383704247
"58"	316.607450771876	441.386984307364	40.3200142631206	37.4581474009019
"59"	314.113117036549	440.017686919994	40.8550230373269	39.8026853893391
"60"	314.312492347307	439.902752962967	40.6491430906601	40.7223020213483
"61"	315.243098674089	441.274980427096	41.2737898674045	38.1966382084364
"62"	314.135280677702	440.151007664929	40.289935769456	39.4944078109714
"63"	316.648457319007	442.417498823889	42.3676793559014	36.4205770600115
"64"	316.470083531308	443.229552354243	42.0498476000096	38.7479082648044
"65"	313.341936384486	439.229158352443	39.4522944147322	39.4767811063582
"66"	314.240974083001	440.086543426033	41.5633720075977	40.4037287513377
"67"	314.860658855349	442.010229300721	42.4895372161494	39.9674442560762
"68"	313.376105805478	439.530572149722	40.3070326115511	41.5688092097742
"69"	315.882152659475	440.598985136163	39.5700780648674	36.5393963235084
"70"	316.32926529007	443.044151554988	42.2904835171712	38.9030912569108
"71"	314.457359289633	440.849623184875	40.5359547187419	38.3636768042271
"72"	316.402069758043	442.226074484975	40.5075524317561	37.6599441981376
"73"	314.444500296022	440.329338824121	41.1520816112048	39.3657373404726
"74"	316.553214751772	442.1220298059	42.4326053058021	37.3390670730103
"75"	314.595016709821	440.777224852511	40.82266519975	39.9301055362459
"76"	315.156760271267	440.602839578543	40.6910580268023	38.6486349188184
"77"	314.389670497836	440.833264099431	40.8019560769223	38.4401486651646
"78"	314.112158892379	440.623197955726	39.9801044044967	39.4315154639621
"79"	316.130810491606	441.909952995406	40.6794244865493	38.8558413102931
"80"	315.595079227003	440.713136621403	39.7176781413748	39.2189576108972
"81"	314.038592304829	439.440157375673	40.564095063766	39.351016084462
"82"	314.98965836632	440.797995895621	39.8162692643256	38.8595320064823
"83"	315.529718686116	441.464472432069	40.7549049806522	39.0764039778269
"84"	314.742353377976	441.093719100714	40.2038083605809	37.0997423729785
"85"	314.966550026466	441.362731604798	40.5356762506561	39.2523928638983
"86"	314.861938662305	442.040781027575	43.066319106564	39.0892326481443
"87"	315.012059645564	441.459163588914	40.8732217069165	38.0900545775399
"88"	316.189405181805	442.02965620506	41.9219107838735	38.6103827624099
"89"	316.178750049981	441.623326033533	41.4420659765725	38.782349803078
"90"	314.457271762338	439.586907224342	38.5876314875455	38.8032902383087
"91"	315.202334893094	441.399401877519	41.2989285990419	39.1599933610206
"92"	313.908673609249	441.046441358214	41.2309687795918	40.2240142687799
"93"	314.8189593095	440.6236795874	40.2965320115265	38.6847023284056
"94"	315.124794555352	441.123316315828	40.9620937744548	39.5366584024382
"95"	313.479104815903	439.958013686892	41.1628256936563	40.0413129352712
